,Unnamed: 0,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Year,Month
1040688,1235,528230.0,180960.0,-0.153473,51.512968,3,2,1,09/03/2012,6,6,5,0,One way street,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2012,3
1007127,437116,544350.0,101380.0,0.046782,50.793948,3,2,1,08/02/2011,3,16,3,259,One way street,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2011,2
253365,253365,434790.0,457090.0,-1.47064,54.008664,3,1,1,15/02/2006,4,18,6,0,One way street,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2006,2
913685,343674,300190.0,528700.0,-3.54818,54.643519,3,1,1,22/08/2011,2,11,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,8
620610,50599,430330.0,433320.0,-1.541039,53.795307,3,2,2,16/01/2009,6,14,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,1
1018018,448007,332110.0,161330.0,-2.976206,51.346927,3,1,2,30/10/2011,1,12,6,0,One way street,30,4.0,-1,2,5.0,4,3,2,0,5.0,1,2011,10
164355,164355,296080.0,76760.0,-3.46921,50.581235,3,1,1,19/03/2005,7,16,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,3
644186,74175,390070.0,333870.0,-2.149084,52.902154,3,1,1,27/11/2009,6,1,3,520,One way street,30,4.0,-1,2,1.0,3,3,1,0,5.0,1,2009,11
494202,494202,587570.0,241320.0,0.733391,52.038501,3,1,1,10/11/2007,7,11,3,131,One way street,30,1.0,4,2,3.0,4,5,1,0,5.0,1,2007,11
1021850,451839,404590.0,93130.0,-1.936339,50.737698,3,2,1,07/10/2011,6,17,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,10
317186,317186,599180.0,224960.0,0.89296,51.887552,3,1,1,07/04/2006,6,11,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,4
341935,341935,554120.0,173830.0,0.216245,51.442442,2,1,1,19/07/2006,4,2,6,0,One way street,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2006,7
356645,356645,357610.0,170580.0,-2.611199,51.432575,3,1,1,27/04/2006,5,16,6,0,One way street,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2006,4
600842,30831,344640.0,391600.0,-2.834454,53.418273,3,2,1,17/12/2009,5,9,6,0,One way street,30,4.0,-1,2,1.0,4,3,1,0,5.0,1,2009,12
977037,407026,616950.0,244520.0,1.163131,52.05652,3,1,1,02/01/2011,1,7,3,1156,One way street,30,3.0,3,2,2.0,0,3,1,0,5.0,1,2011,1
914575,344564,344146.0,463090.0,-2.854827,54.060719,3,2,1,17/03/2011,5,5,5,470,One way street,30,1.0,6,2,1.0,4,6,1,0,5.0,1,2011,3
347838,347838,514900.0,102730.0,-0.370455,50.812666,2,1,1,30/09/2006,7,12,3,24,One way street,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,9
777581,207570,439670.0,557940.0,-1.382691,54.914616,3,2,1,22/09/2010,4,11,3,1018,One way street,30,3.0,6,2,5.0,4,3,2,0,5.0,1,2010,9
762149,192138,369480.0,422150.0,-2.463707,53.69489,3,2,1,23/02/2010,3,22,6,0,One way street,30,1.0,6,2,1.0,3,8,5,0,5.0,1,2010,2
825088,255077,623450.0,308500.0,1.300306,52.6282,3,2,1,23/06/2010,4,8,5,860,One way street,30,1.0,6,2,2.0,4,3,2,0,5.0,1,2010,6
414497,414497,357830.0,416310.0,-2.639341,53.641588,2,1,2,26/08/2007,1,2,6,0,One way street,30,4.0,-1,2,5.0,4,3,2,0,5.0,1,2007,8
818964,248953,457610.0,303600.0,-1.150322,52.627082,3,2,1,21/10/2010,5,15,3,5460,One way street,30,1.0,6,2,3.0,4,3,2,0,5.0,1,2010,10
779447,209436,421070.0,529460.0,-1.674895,54.659807,3,1,1,09/02/2010,3,13,6,0,One way street,30,4.0,-1,2,1.0,4,3,1,0,5.0,1,2010,2
217998,217998,525700.0,168550.0,-0.194321,51.402005,2,1,1,17/03/2006,6,15,3,24,One way street,30,3.0,4,2,2.0,4,3,2,0,5.0,1,2006,3
100349,100349,459120.0,378480.0,-1.114368,53.299968,3,1,1,09/06/2005,5,19,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,6
61678,61678,429930.0,433390.0,-1.547105,53.79596,3,1,1,17/01/2005,2,7,6,0,One way street,30,3.0,6,2,5.0,3,5,1,0,5.0,1,2005,1
670282,100271,548960.0,221010.0,0.162141,51.867736,3,2,2,17/04/2009,6,15,3,1059,One way street,30,4.0,-1,2,5.0,4,3,2,0,5.0,1,2009,4
143124,143124,507630.0,163820.0,-0.455421,51.363203,3,2,1,25/02/2005,6,16,4,373,One way street,40,1.0,6,2,1.0,4,3,1,0,5.0,2,2005,2
841122,271111,468440.0,107190.0,-1.028958,50.860114,3,1,2,27/01/2010,4,12,6,0,One way street,30,4.0,-1,2,5.0,4,3,2,0,5.0,1,2010,1
619119,49108,460680.0,451240.0,-1.0768,53.953704,2,2,1,19/06/2009,6,15,3,1036,One way street,30,3.0,6,2,5.0,4,3,2,0,5.0,1,2009,6
668271,98260,655070.0,293380.0,1.75489,52.478642,3,1,1,19/03/2009,5,13,6,6169,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,3
9909,9909,545190.0,183290.0,0.091732,51.529804,3,1,1,23/11/2005,4,21,3,13,One way street,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2005,11
29033,29033,332220.0,428820.0,-3.029401,53.751319,2,1,1,04/08/2005,5,9,6,0,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,8
647440,77429,372020.0,292990.0,-2.413937,52.534021,3,2,1,05/06/2009,6,10,4,4363,One way street,30,1.0,4,2,1.0,4,3,2,0,5.0,1,2009,6
957622,387611,381470.0,271550.0,-2.273426,52.341679,3,2,1,08/08/2011,2,8,3,451,One way street,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,8
47636,47636,391910.0,405070.0,-2.123557,53.542201,3,1,1,05/02/2005,7,11,3,627,One way street,30,1.0,6,1,1.0,4,3,1,0,5.0,1,2005,2
569067,569067,242790.0,637700.0,-4.497274,55.607476,3,2,1,08/08/2007,4,16,6,0,One way street,30,3.0,6,2,2.0,4,3,2,0,5.0,1,2007,8
275778,275778,401780.0,298960.0,-1.975169,52.588413,3,2,1,20/02/2006,2,16,3,4148,Roundabout,30,1.0,3,2,5.0,4,3,2,0,5.0,1,2006,2
783422,213411,424170.0,428130.0,-1.634958,53.748981,3,2,3,24/03/2010,4,19,3,650,Roundabout,40,1.0,3,2,1.0,0,3,1,0,5.0,2,2010,3
677739,107728,482270.0,213770.0,-0.807895,51.816467,3,2,1,15/01/2009,5,7,3,41,Roundabout,30,1.0,3,2,5.0,3,3,2,0,5.0,1,2009,1
488780,488780,519270.0,298070.0,-0.241704,52.567359,3,2,1,20/03/2007,3,15,3,15,Roundabout,30,1.0,6,2,1.0,4,3,1,0,5.0,1,2007,3
125572,125572,569400.0,189550.0,0.443454,51.579302,3,2,1,15/09/2005,5,8,3,176,Roundabout,50,1.0,3,2,1.0,4,5,1,0,5.0,1,2005,9
140088,140088,465180.0,99990.0,-1.076549,50.795751,3,2,1,26/09/2005,2,6,3,2030,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2005,9
527000,527000,616050.0,159000.0,1.097158,51.289072,3,2,1,26/10/2007,6,9,3,28,Roundabout,30,1.0,6,2,1.0,4,3,2,1,5.0,1,2007,10
701530,131519,535150.0,108920.0,-0.080897,50.863932,3,2,1,04/12/2009,6,8,3,27,Roundabout,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2009,12
30794,30794,363100.0,424600.0,-2.56062,53.716497,2,2,1,31/05/2005,3,19,3,674,Roundabout,30,1.0,1,2,1.0,4,3,2,0,5.0,2,2005,5
628171,58160,434090.0,406240.0,-1.486926,53.551681,3,2,4,14/11/2009,7,16,3,628,Roundabout,30,1.0,6,2,2.0,3,0,1,0,5.0,1,2009,11
830138,260127,511270.0,212760.0,-0.387661,51.802374,3,1,1,22/08/2010,1,6,3,5183,Roundabout,60,1.0,4,2,1.0,4,3,1,0,5.0,2,2010,8
378244,378244,328810.0,699300.0,-3.148415,56.181044,3,2,1,28/09/2006,5,8,3,92,Roundabout,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,9
977475,407464,567120.0,245810.0,0.437731,52.08537,3,3,1,13/04/2011,4,16,3,143,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,4
781391,211380,433420.0,480990.0,-1.488908,54.223551,3,1,1,22/08/2010,1,12,4,6267,Roundabout,60,1.0,2,2,1.0,4,3,2,0,5.0,2,2010,8
856290,286279,511240.0,104590.0,-0.421821,50.8301,3,1,2,04/07/2010,1,0,5,0,Roundabout,30,1.0,5,2,1.0,3,3,2,0,5.0,1,2010,7
364236,364236,409750.0,91730.0,-1.863252,50.725045,3,2,1,23/09/2006,7,14,3,35,Roundabout,30,1.0,3,2,5.0,4,3,2,0,5.0,1,2006,9
451633,451633,435330.0,386820.0,-1.470388,53.377047,3,2,1,06/11/2007,3,9,5,710,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,11
166137,166137,332690.0,160870.0,-2.967792,51.34286,3,2,2,09/04/2005,7,4,3,370,Roundabout,30,1.0,3,2,5.0,3,3,2,1,5.0,1,2005,4
914548,344537,345098.0,462402.0,-2.840159,54.054639,3,2,1,25/01/2011,3,18,4,5273,Roundabout,40,1.0,3,2,1.0,3,3,1,0,5.0,2,2011,1
943194,373183,447630.0,385280.0,-1.285739,53.362242,3,2,1,15/12/2011,5,10,1,1,Roundabout,70,1.0,3,2,1.0,4,5,1,0,5.0,2,2011,12
627549,57538,459140.0,402810.0,-1.109512,53.518635,3,2,1,16/11/2009,2,6,3,18,Roundabout,40,1.0,5,2,1.0,3,3,1,0,5.0,1,2009,11
754215,184204,505990.0,184030.0,-0.472918,51.545169,3,1,4,25/01/2010,2,14,4,483,Roundabout,30,1.0,6,2,1.0,4,6,1,0,5.0,1,2010,1
866723,296712,386260.0,220030.0,-2.201023,51.878622,3,2,3,06/04/2010,3,16,3,40,Roundabout,40,1.0,3,2,1.0,4,3,2,0,5.0,1,2010,4
590514,20503,505310.0,184310.0,-0.482637,51.547813,3,2,1,12/11/2009,5,22,3,4020,Roundabout,30,1.0,4,2,1.0,3,5,1,0,5.0,1,2009,11
195288,195288,234950.0,673950.0,-4.643531,55.93025,3,2,2,24/09/2005,7,11,6,0,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2005,9
285024,285024,396920.0,270720.0,-2.046637,52.334524,2,2,1,21/04/2006,6,9,3,448,Roundabout,70,1.0,3,2,1.0,4,5,1,0,5.0,1,2006,4
91664,91664,408820.0,277070.0,-1.871827,52.391552,3,2,1,13/12/2005,3,13,6,0,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2005,12
595927,25916,342780.0,464230.0,-2.875909,54.070814,3,3,2,24/10/2009,7,11,3,589,Roundabout,30,1.0,4,2,4.0,4,5,1,0,5.0,1,2009,10
609688,39677,372620.0,352720.0,-2.410112,53.07099,3,2,1,03/03/2009,3,13,3,500,Roundabout,70,1.0,3,2,1.0,4,5,1,0,5.0,2,2009,3
862675,292664,334270.0,115290.0,-2.936781,50.933236,3,2,1,03/01/2010,1,12,3,303,Roundabout,60,1.0,3,2,1.0,4,3,1,0,5.0,2,2010,1
79285,79285,410030.0,281840.0,-1.853905,52.434415,3,2,1,26/05/2005,5,18,4,4146,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2005,5
789763,219752,445180.0,390910.0,-1.321748,53.41306,3,2,1,29/06/2010,3,8,3,631,Roundabout,40,3.0,4,2,5.0,4,3,2,0,5.0,1,2010,6
792243,222232,489310.0,405030.0,-0.653963,53.53433,3,2,1,05/11/2010,6,19,3,159,Roundabout,30,1.0,6,2,1.0,3,3,1,0,5.0,2,2010,11
399746,399746,539210.0,165440.0,-0.001438,51.370905,3,2,1,08/03/2007,5,10,3,232,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2007,3
515629,515629,472580.0,153060.0,-0.960952,51.27202,2,2,1,15/07/2007,1,0,3,287,Roundabout,60,1.0,1,2,1.0,1,5,1,0,5.0,2,2007,7
634626,64615,408860.0,288270.0,-1.870946,52.492241,3,2,1,07/07/2009,3,16,3,47,Roundabout,30,1.0,4,2,1.0,4,3,2,0,5.0,1,2009,7
662587,92576,545740.0,260010.0,0.132023,52.218987,3,2,1,25/03/2009,4,18,3,1134,Roundabout,30,1.0,3,2,1.0,3,3,2,0,5.0,1,2009,3
349894,349894,180300.0,40660.0,-5.081573,50.224969,3,2,2,29/05/2006,2,19,3,39,Roundabout,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2006,5
1028339,458328,257610.0,207290.0,-4.063983,51.746122,3,2,2,02/07/2011,7,20,3,48,Roundabout,60,1.0,3,2,1.0,4,3,2,0,5.0,2,2011,7
941441,371430,460900.0,405860.0,-1.082379,53.545846,3,2,2,04/06/2011,7,3,3,18,Roundabout,40,1.0,3,2,1.0,3,3,2,0,5.0,1,2011,6
808043,238032,424380.0,300780.0,-1.641447,52.604235,3,3,1,14/05/2010,6,18,3,5,Roundabout,60,1.0,1,2,1.0,4,3,2,0,5.0,1,2010,5
504168,504168,560840.0,180310.0,0.315804,51.498793,2,2,1,03/09/2007,2,13,3,13,Roundabout,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2007,9
794670,224659,446760.0,518390.0,-1.278444,54.558607,3,2,1,22/10/2010,6,18,6,0,Roundabout,30,3.0,6,2,1.0,3,3,2,0,5.0,1,2010,10
551951,551951,329490.0,199870.0,-3.021542,51.69309,3,2,1,18/09/2007,3,19,3,472,Roundabout,50,1.0,3,2,1.0,0,3,2,0,5.0,1,2007,9
973939,403928,524270.0,271910.0,-0.177703,52.331177,3,3,1,28/06/2011,3,18,4,1514,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,6
955230,385219,395810.0,306830.0,-2.063393,52.659149,3,2,1,27/07/2011,4,17,3,460,Roundabout,30,3.0,3,2,1.0,4,3,2,0,5.0,2,2011,7
873484,303473,267760.0,199350.0,-3.914034,51.67726,3,2,1,16/01/2010,7,14,1,4,Roundabout,40,1.0,6,2,1.0,4,3,1,0,5.0,2,2010,1
245764,245764,365570.0,366340.0,-2.516797,53.193008,2,1,1,10/09/2006,1,1,3,5018,Roundabout,40,1.0,3,2,3.0,3,3,2,0,5.0,1,2006,9
676264,106253,574030.0,209450.0,0.520114,51.756648,3,2,1,20/10/2009,3,16,3,130,Roundabout,60,1.0,3,2,1.0,4,3,2,0,5.0,2,2009,10
839476,269465,488570.0,238470.0,-0.710173,52.037527,3,2,2,17/02/2010,4,18,5,8007,Roundabout,60,1.0,5,2,1.0,3,3,2,0,5.0,2,2010,2
983587,413576,617460.0,215340.0,1.152136,51.794363,3,1,1,20/02/2011,1,3,3,133,Roundabout,30,1.0,6,2,1.0,0,3,1,0,5.0,1,2011,2
679732,109721,449920.0,212380.0,-1.277356,51.807791,3,2,2,26/04/2009,1,16,3,4260,Roundabout,40,1.0,6,2,1.0,4,3,2,0,5.0,2,2009,4
938923,368912,443810.0,412270.0,-1.339379,53.605159,2,2,1,09/08/2011,3,19,3,628,Roundabout,60,1.0,3,2,1.0,4,3,2,0,5.0,2,2011,8
477795,477795,450370.0,352740.0,-1.249697,53.069511,3,2,2,10/07/2007,3,16,3,608,Roundabout,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2007,7
776892,206881,437430.0,564270.0,-1.41681,54.971669,3,2,3,14/06/2010,2,15,3,1300,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,2,2010,6
77964,77964,413200.0,291710.0,-1.806889,52.52308,3,1,1,19/06/2005,1,1,3,452,Roundabout,40,1.0,4,2,1.0,3,3,2,0,5.0,1,2005,6
601416,31405,336460.0,389490.0,-2.957093,53.398386,3,2,1,10/08/2009,2,7,6,0,Roundabout,30,1.0,3,2,1.0,4,3,1,0,5.0,1,2009,8
36866,36866,351470.0,394790.0,-2.732188,53.447619,3,2,1,23/05/2005,2,14,3,58,Roundabout,40,1.0,3,2,1.0,4,3,2,0,5.0,1,2005,5
84741,84741,418950.0,286400.0,-1.722442,52.475175,3,2,1,06/04/2005,4,18,3,452,Roundabout,30,1.0,6,2,1.0,4,4,1,0,5.0,2,2005,4
740352,170341,541810.0,188340.0,0.045073,51.576041,3,2,1,08/04/2010,5,5,3,12,Roundabout,30,3.0,3,2,1.0,4,3,2,0,5.0,1,2010,4
374331,374331,198990.0,201260.0,-4.908626,51.674009,3,2,1,24/12/2006,1,22,3,4139,Roundabout,30,1.0,3,2,5.0,3,2,2,0,5.0,2,2006,12
893850,323839,537430.0,191020.0,-0.017045,51.601208,3,2,1,26/05/2011,5,9,4,179,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2011,5
454621,454621,512530.0,432710.0,-0.293756,53.778562,3,2,1,05/02/2007,2,16,6,0,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,2
317435,317435,569780.0,183370.0,0.445952,51.52367,3,1,2,07/05/2006,1,2,6,0,Roundabout,30,1.0,6,2,1.0,3,6,1,0,5.0,1,2006,5
549925,549925,302840.0,378530.0,-3.459211,53.294779,3,2,1,13/02/2007,3,10,3,547,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,2,2007,2
911869,341858,534260.0,160710.0,-0.074292,51.329588,3,2,1,16/10/2011,1,9,4,269,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,10
851616,281605,576940.0,157440.0,0.53613,51.288546,3,2,1,08/05/2010,7,12,5,97,Roundabout,30,1.0,6,2,1.0,4,5,1,0,5.0,1,2010,5
178880,178880,335940.0,189590.0,-2.926353,51.601444,3,2,1,06/05/2005,6,9,3,48,Roundabout,70,3.0,1,2,1.0,4,3,2,0,5.0,2,2005,5
227624,227624,355030.0,425080.0,-2.682964,53.720176,3,2,1,29/06/2006,5,12,4,5254,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,6
914052,344041,334060.0,433520.0,-3.002507,53.793793,3,2,3,15/12/2011,5,19,3,5230,Roundabout,30,1.0,6,2,1.0,3,5,1,0,5.0,2,2011,12
631717,61706,501970.0,440760.0,-0.45128,53.853063,3,2,1,21/04/2009,3,11,4,1248,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2009,4
951238,381227,415240.0,292630.0,-1.77678,52.531298,3,2,3,29/11/2011,3,15,6,0,Roundabout,30,1.0,3,2,1.0,3,0,1,0,5.0,2,2011,11
719342,149331,314040.0,176420.0,-3.23927,51.480132,3,2,1,05/08/2009,4,17,6,0,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,8
782507,212496,433560.0,429740.0,-1.492395,53.762933,3,2,3,27/01/2010,4,22,3,639,Roundabout,40,1.0,1,2,1.0,3,3,2,0,5.0,2,2010,1
541758,541758,330980.0,141080.0,-2.988517,51.164729,3,2,1,04/08/2007,7,11,3,39,Roundabout,50,1.0,3,2,1.0,4,3,2,0,5.0,2,2007,8
922104,352093,380959.0,389146.0,-2.28784,53.398783,2,1,1,04/11/2011,6,18,6,0,Roundabout,20,1.0,6,2,1.0,3,3,2,0,5.0,1,2011,11
4049,4049,523360.0,178620.0,-0.224436,51.493021,3,1,1,03/02/2005,5,23,3,219,Roundabout,30,3.0,3,2,2.0,3,3,2,0,5.0,1,2005,2
203704,203704,534900.0,186210.0,-0.055399,51.558595,3,2,1,21/09/2006,5,19,3,104,Roundabout,30,1.0,3,2,1.0,3,3,2,0,5.0,1,2006,9
950525,380514,438100.0,278020.0,-1.441465,52.398843,3,2,1,14/06/2011,3,18,3,428,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,6
665641,95630,563320.0,318230.0,0.417651,52.737006,3,2,1,25/07/2009,7,13,3,47,Roundabout,40,3.0,3,2,1.0,4,3,2,0,5.0,2,2009,7
938125,368114,412200.0,417380.0,-1.816895,53.652773,3,2,1,14/06/2011,3,10,3,640,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,6
648258,78247,441770.0,262730.0,-1.389424,52.261121,3,2,1,18/09/2009,6,7,3,423,Roundabout,60,1.0,3,2,1.0,4,3,2,0,5.0,2,2009,9
789837,219826,444100.0,401460.0,-1.336519,53.507975,3,2,2,03/08/2010,3,12,3,633,Roundabout,40,1.0,3,2,1.0,4,3,2,0,5.0,1,2010,8
980811,410800,525500.0,212910.0,-0.181334,51.800712,3,3,2,09/08/2011,3,16,4,195,Roundabout,40,1.0,6,2,3.0,4,3,2,0,5.0,1,2011,8
401286,401286,521320.0,181290.0,-0.252889,51.517459,3,2,3,26/07/2007,5,16,6,0,Roundabout,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,7
742856,172845,531000.0,180150.0,-0.113878,51.505054,3,2,1,19/03/2010,6,12,3,301,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2010,3
952495,382484,407310.0,284450.0,-1.893857,52.457922,3,2,2,06/09/2011,3,14,6,0,Roundabout,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,9
856768,286757,526280.0,133430.0,-0.198365,51.086233,3,2,1,13/08/2010,6,16,3,23,Roundabout,60,3.0,3,2,1.0,4,5,1,0,5.0,2,2010,8
783240,213229,416390.0,422220.0,-1.753247,53.696162,3,2,1,10/03/2010,4,18,3,644,Roundabout,30,1.0,1,2,1.0,3,3,2,0,5.0,2,2010,3
876341,306330,240690.0,220090.0,-4.314756,51.856558,1,2,1,23/03/2010,3,8,6,0,Roundabout,30,1.0,4,2,1.0,4,3,2,0,5.0,1,2010,3
632943,62932,506620.0,431600.0,-0.383788,53.769832,3,2,1,23/11/2009,2,14,4,1233,Roundabout,30,1.0,6,2,4.0,4,3,2,0,5.0,1,2009,11
351293,351293,256210.0,133040.0,-4.054117,51.07856,3,2,1,07/04/2006,6,9,3,361,Roundabout,60,1.0,6,2,1.0,4,3,1,0,5.0,1,2006,4
380460,380460,306830.0,666300.0,-3.490913,55.880851,3,2,1,05/10/2006,5,8,3,71,Roundabout,50,2.0,3,2,1.0,4,3,2,0,5.0,1,2006,10
52165,52165,361100.0,388530.0,-2.586424,53.392153,3,2,1,23/12/2005,6,9,3,49,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2005,12
160005,160005,202720.0,54240.0,-4.774746,50.354865,2,1,1,14/01/2005,6,23,3,391,Roundabout,60,1.0,6,2,1.0,1,7,1,0,5.0,2,2005,1
259735,259735,428290.0,429610.0,-1.572347,53.762077,3,2,1,01/08/2006,3,13,3,6110,Roundabout,40,1.0,3,2,1.0,4,3,1,0,5.0,2,2006,8
195103,195103,251950.0,666620.0,-4.367675,55.869982,3,2,2,10/05/2005,3,11,3,8,Roundabout,30,3.0,6,2,1.0,4,3,2,0,5.0,1,2005,5
449544,449544,432170.0,405800.0,-1.515951,53.547847,3,3,3,16/02/2007,6,19,6,0,Roundabout,70,1.0,3,2,1.0,3,5,1,0,5.0,2,2007,2
992538,422527,476750.0,171310.0,-0.897253,51.435546,3,2,1,24/07/2011,1,18,3,329,Roundabout,30,3.0,4,2,1.0,4,3,2,0,5.0,2,2011,7
355374,355374,364120.0,169670.0,-2.517463,51.424844,3,1,1,16/01/2006,2,14,3,4,Roundabout,40,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,1
385178,385178,275170.0,665270.0,-3.996231,55.864436,3,2,2,01/12/2006,6,12,6,0,Roundabout,30,1.0,6,2,1.0,4,3,1,0,5.0,1,2006,12
339194,339194,574970.0,169910.0,0.514033,51.401176,3,2,1,22/06/2006,5,17,3,289,Roundabout,40,1.0,6,2,1.0,4,3,2,0,5.0,2,2006,6
29858,29858,364790.0,442210.0,-2.537031,53.874888,3,2,1,26/05/2005,5,22,3,589,Roundabout,30,1.0,4,2,4.0,3,3,2,0,5.0,2,2005,5
232475,232475,341920.0,396490.0,-2.87628,53.46193,3,2,3,27/07/2006,5,14,3,580,Roundabout,30,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,7
982505,412494,511840.0,197440.0,-0.384316,51.664569,3,2,1,08/09/2011,5,16,3,4008,Roundabout,40,1.0,5,2,1.0,4,3,2,0,5.0,2,2011,9
230007,230007,386830.0,438590.0,-2.201651,53.843383,3,2,2,02/12/2006,7,14,3,56,Roundabout,30,1.0,6,2,1.0,4,6,1,0,5.0,1,2006,12
370151,370151,307800.0,208480.0,-3.337552,51.767337,3,2,1,24/03/2006,6,13,6,0,Roundabout,30,1.0,6,2,1.0,4,5,1,0,5.0,1,2006,3
779845,209834,429220.0,514690.0,-1.550025,54.526669,3,2,2,09/10/2010,7,9,3,167,Roundabout,30,1.0,4,2,1.0,4,3,2,0,5.0,1,2010,10
708635,138624,361120.0,175280.0,-2.561227,51.475087,3,2,1,22/08/2009,7,16,4,4469,Roundabout,30,3.0,4,2,0.0,4,3,2,0,5.0,1,2009,8
731579,161568,273290.0,674890.0,-4.030761,55.950327,3,1,1,31/10/2009,7,20,6,0,Roundabout,30,1.0,6,2,1.0,3,5,1,0,5.0,2,2009,10
285071,285071,407900.0,268210.0,-1.885552,52.311912,3,1,1,21/05/2006,1,2,3,4023,Roundabout,70,1.0,6,2,1.0,3,5,1,0,5.0,1,2006,5
765142,195131,351650.0,394120.0,-2.729375,53.441613,3,2,1,07/09/2010,3,16,6,0,Roundabout,40,1.0,3,2,1.0,4,3,1,0,5.0,1,2010,9
641091,71080,430370.0,280430.0,-1.554854,52.420991,3,2,1,26/12/2009,7,13,3,4114,Roundabout,30,1.0,4,2,1.0,4,3,1,0,5.0,2,2009,12
179223,179223,350630.0,212220.0,-2.717481,51.806384,3,2,2,20/07/2005,4,15,4,4293,Roundabout,30,1.0,4,2,1.0,4,3,2,0,5.0,2,2005,7
324432,324432,455180.0,219150.0,-1.199992,51.868162,3,2,1,15/09/2006,6,22,3,34,Roundabout,70,1.0,1,2,1.0,2,3,2,0,5.0,2,2006,9
414952,414952,345170.0,405000.0,-2.828824,53.538764,3,2,1,12/07/2007,5,14,4,5312,Roundabout,40,1.0,3,2,1.0,4,5,1,0,5.0,2,2007,7
321121,321121,577850.0,186090.0,0.563531,51.545621,3,2,1,17/01/2006,3,21,4,1014,Roundabout,30,1.0,4,3,4.0,3,3,2,0,5.0,1,2006,1
1023552,453541,295440.0,377620.0,-3.569893,53.285192,3,1,1,01/05/2011,1,12,3,547,Roundabout,30,1.0,3,2,1.0,4,3,2,0,5.0,2,2011,5
843672,273661,484580.0,159620.0,-0.787414,51.329342,3,2,1,01/08/2010,1,0,4,3272,Roundabout,40,1.0,3,2,1.0,3,3,2,0,5.0,1,2010,8
817596,247585,442340.0,314460.0,-1.374509,52.726109,3,2,1,21/04/2010,4,18,5,5112,Roundabout,30,1.0,5,2,1.0,4,3,2,0,5.0,1,2010,4
635926,65915,407680.0,280970.0,-1.888491,52.426631,3,2,1,21/07/2009,3,20,3,4040,Roundabout,30,1.0,3,2,5.0,4,3,2,0,5.0,1,2009,7
